Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
01 - Albany,01 - Albany,ALBANY,NEW SCOTLAND-TOWN,26B,NY 085,RR-Overpass,Rte 85 EB @ RR OVERPASS,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720258.318,593010.1349
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,27,NY 443,Cherry Ave,Rte 443 (Delaware Ave) @ CHERRY AVE & ELM AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4718739.17,594167.64
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,2B,NY 912G,South Pearl St,DUNN BR. WB OFF ramp (Rte 912G) @ S. PEARL & S. MALL,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722068.53,602394.2793
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,30B,I 087 SB,Trucks Reduce speed,I-Rte 87 SB trucks reduce speed (1 st one heading SB),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728289.269,595414.9702
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,36B-2,NY 146,,Rte 146 @ ST. MADELEINE SOPHIE SCHOOL ZONE,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4733482.453,586578.8146
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,36FS,NY 005,Midway FH,Rte 5 (Central Ave) @ MIDWAY FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732477.58,593527.1222
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,4,US 009,NY 378,US Rte 9 @ Rte 378,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728790.63,602004.2101
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,50,US 020,Winding Brook,US Rte 20 (Western Ave) @ WINDING BROOK & GUILDERLAND ELEM,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728108.848,589900.2596
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,52,NY 007,Vly Rd,Rte 7 @ VLY & ROSENDALE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736276.289,596133.2484
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L4,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L4 (SW) 400W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721135.666,593767.417
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L20,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L20 (NE) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722519.214,594430.1205
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L21,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L21 (E) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722526.054,594458.2727
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L22,NY 085,Blessing Rd,Rte 85 @ BLESSING RDroundabout lighting L22 (SE) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722526.417,594481.3153
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L24,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L24 (SW) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722477.795,594438.3528
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L25,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L25 (center) 150W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722498.158,594429.8801
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L2,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L2 (N) 100W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722462.444,588455.1834
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L3,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L3 (NE) 250W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722443.421,588453.7097
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L7,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L7 (W) 100W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722439.536,588414.0554
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L8,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L8 (WW) 100W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722439.938,588396.9076
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L9,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L9 (NW) 250W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722455.344,588428.9258
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L11,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L11 (N) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721678.744,593707.7326
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L12,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L12 (NE) 400W also L 16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721668.968,593734.7449
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L13,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L13 (E) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721665.366,593754.554
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L16,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L16 (SW) 400W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721626.262,593716.4794
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,240 L4,NY 155,Old Wolf Rd,Route 155 @ Old Wolf Road roundabout lighting L4 (SE) 250W (also L3),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732515.917,598993.4604
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L6,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L6 (NW) 400W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721174.77,593768.9606
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,251,NY 002,I 087 NB,Rte 2 @ Rte I 87 Exit 6 NB Entrance ramp PED SIGNAL,3-COLOR SIGNAL,PEDESTRIAN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734051.597,600873.7031
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,252,NY 007,I 087 NB,Rte 7 @ Rte I 87 Exit 6 SB Entrance ramp PED SIGNAL,3-COLOR SIGNAL,PEDESTRIAN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734234.481,600564.6787
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,41B,US 009,I 090,Rte 9 (Northern Blvd) @ LARK-DOVE / I-Rte 90 gore,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4724692.45,602457.3224
01 - Albany,01 - Albany,ALBANY,MENANDS-VILLAGE,103,NY 032,I 787,Rte 32 (Broadway) @ I-787 CONNECTOR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726658.45,604056.76
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,135,NY 910D,Rapp Rd,WASHINGTON AVE EXT (910D) @ RAPP RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728305.7,593973.5801
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,158,NY 005,Vly Rd,Rte 5 (Central Ave) @ VLY RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731541.84,594335.0001
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,16B,US 020,Guilderland Elem,US Rte 20 (Western Ave) @ GUILDERLAND ELEM (sig ahead) (also 50SP),BEACON,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728090.947,589931.8725
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,239,NY 007,Forts Ferry Rd,Rte 7 @ Forts Ferry Rd Ped signal,3-COLOR SIGNAL,PEDESTRIAN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734299.421,600455.1171
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,3A,I 090,Washington Ave,I-Rte 90 EXIT 2 EB Ramp & SUNYA @ WASHINGTON AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727323.97,596338.24
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,49FS,NY 007,Verdoy FH,Rte 7 @ VERDOY FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735215.702,598285.775
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,243,Wade Rd Ext.,,Wade Rd Ext @ Sparowbush Rd ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734887.698,600946.2291
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,6A,I 090,Everett Rd,I-Rte 90 EXIT 5 EB Ramp @ EVERETT RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726224.409,599518.1709
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,31B,I 087 SB,I 087 SB Rollover Sign,I-Rte 87 SB  rollover sign (1st one heading SB),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728271.651,595407.1624
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,7N,US 009,Crescent Br Nav Lights,Rte 9 @ CRESCENT BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4741759.325,603683.4816
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,5A,I 090,Everett Rd,I-Rte 90 EXIT 5 WB Ramp @ EVERETT RD (also 6A),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726319.81,599571.6986
01 - Albany,01 - Albany,ALBANY,COHOES-CITY,8N,I 087,Thaddius Kosciuszko Br Nav Lights,Rte I87 @ THADDIUS KOSCIUSZKO  BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738424.946,601306.3656
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,1A,US 009W,I 787,US Rte 9W (Southern Blvd) @  I-787 & HOFFMAN AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721108.94,600214.35
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,136,NY 910B,Computer Park Dr,WOLF RD (910B) @ COMPUTER PARK DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730165.52,597623.94
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,44,US 009,Spring St,US Rte 9 @ SPRING ST & SPRINGWOOD MANOR DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730003.54,601916.1299
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,200,US 009W,CR 055,"US Rte 9W @ CR 55 (Elme Ave, Crebie Rd)",FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4712506.35,597836.35
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,190,NY 005,Watermann,Rte 5 (Central Ave) @ WATERMANN & VAN HEUSEN,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733259.79,592850.36
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,30,NY 005,Osborne Rd,Rte 5 (Central Ave) @ OSBORNE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727107.55,598167.48
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,100,NY 140,Cherry Ave,Rte 140 (KENWOOD AVE) @ CHERRY AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4719963.193,593908.3969
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,45,NY 377,NY 378,Rte 377 @ ALBANY RURAL CEMETARY & Rte 378,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728108.35,603315.41
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,15B,NY 910F,,FULLER RD. ALT. (910F) SB. (also 14B),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726464.722,594687.0456
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,233P,US 009W,Bethlehem Center II,US Rte 9W @ BETHLEHEM CENTER  II (Wal-Mart north),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4718443.088,599486.5483
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,234P,NY 155,Shaker HS,Rte 155 @ SHAKER HIGH SCHOOL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4731756.652,602472.1402
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,227P,Watervliet Shaker Rd,Sand Creek Rd,WATERVLIET SHAKER RD @ SAND CREEK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4732473.56,596051.3703
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L1,NY 085,NY 140,Rte 85 @ Rte 140 ROUND ABOUT LIGHTING L1 (E) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721136.108,593814.9921
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L17,NY 085,Blessing Rd,Rte 85 @ BLESSING RD roundabout lighting L17 (W) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722475.134,594408.8625
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,237 L9,NY 085,Vista,Rte 85 @ MAHAR ROUND ABOUT LIGHTING L9 (W) 250W (also L16),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721630.379,593700.5293
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,245,I 087 SB,NY 155,Rte I 87 SB @ Riverview Road VMS ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4732482.539,599510.471
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,246,NY 002,Old Loudon Rd,IN STOCK ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4733460.154,601561.451
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,248,US 009,NY 007,Rte 50 @ SPAC ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4734734.304,601655.9084
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,250,NY 007,Mill Rd,Rte 7 @ Mill Rd ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735159.75,598471.0428
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,48FS,NY 005,Stanford Hgts FH,Rte 5 (Central Ave) @ STANFORD HGTS FH,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735190.338,591193.5809
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,77,NY 005,Lincoln Ave,Rte 5 (Central Ave) @ LINCOLN AVE & PARKWOOD DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729887.17,595763.9701
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,79,NY 005,Colonie Center,Rte 5 (Central Ave) @ Colonie Center & Northway Mall East Dr (also 78),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728899.5,596621.5902
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,21,NY 005,Fuller Rd,Rte 5 (Central Ave) @ FULLER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728544.17,596929.32
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,59,NY 005,Dott,Rte 5 (Central Ave) @ DOTT & FREDRICK,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727793.93,597578.2001
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,216,NY 007,British American Blvd,Rte 7 @ BRITISH AMERICAN BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735884.089,596584.928
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,53,NY 007,Albany Shaker Rd,Rte 7 @ ALBANY-SHAKER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735604.661,596958.2397
01 - Albany,01 - Albany,ALBANY,RAVENA-VILLAGE,18BS,NY 143,Coeymans Elem,Rte 143 @ COEYMANS ELEMENTARY SCHOOL,BEACON,STANDARD,FULL RESPONSE 1,PRIVATE ( PERMIT ),4703120.651,598726.231
01 - Albany,01 - Albany,ALBANY,RENSSELAERVILLE-TOWN,4B,NY 145,Tri Village FH,Rte 145 SB @ TRI-VILLAGE FIRE HOUSE,BEACON,EMERGENCY,SELECTIVE RESPONSE 3,LOCAL PUBLIC BODY ( PERMIT ),4699683.91,564951.5052
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,207P,NY 146,Hannaford Plaza,Rte 146 @ HANNAFORD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4729890.896,587454.4663
01 - Albany,01 - Albany,ALBANY,NEW SCOTLAND-TOWN,134,NY 155,Normanskill Rd,Rte 155 @ NORMANSKILL RD & CR 306 (Voorhesville Ave),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4723447.66,588857.2
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,93,NY 155,Old Loudon Rd,Rte 155 @ OLD LOUDON RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732302.95,601429.3899
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,121,NY 155,Delatour Rd,Rte 155 @ DELATOUR RD.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731468.03,603392.6402
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,201,NY 335,Feura Bush Rd,Rte 335 (Elsmere Ave) @ FEURA BUSH RD.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4717216.849,596952.7287
01 - Albany,01 - Albany,ALBANY,BERNE-TOWN,46B,NY 443,Bern Knox Westerlo School,Rte 443 @ BERN KNOX WESTERLO SSL XX BEACONS,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4719463.582,569763.8854
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,118.1,I 787 SB,23rd St,Rte I-787 SB @ 23 RD ST,FLASHER,SIGN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731946.822,606505.0122
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,238,I 787 NB,23rd St,Rte I-787 NB @ 23 RD ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731962.411,606630.8396
01 - Albany,01 - Albany,ALBANY,COHOES-CITY,173,NY 787,Dyke Ave,Rte 787 (Cohoes Arterial) @ DYKE AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735142.78,606489.8501
01 - Albany,01 - Albany,ALBANY,COHOES-CITY,186,NY 787,Ontario St,Rte 787 (Cohoes Arterial) @ ONTARIO ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736547.64,606627.82
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,95P,NY 910B,Colonie CENTER SOUTH,WOLF RD (910B) @ COLONIE CENTER SOUTH,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729483.02,596834.7496
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,97,NY 910B,Colonie CENTER NORTH,WOLF RD (910B) @ COLONIE CENTER NORTH & 50 WOLF RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729585.392,596953.0627
