Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
03 - Syracuse,03 - Syracuse,ONONDAGA,SALINA-TOWN,9,US 011,Molloy Rd,US 11 @ MOLLOY RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4772306.662,406805.2994
03 - Syracuse,03 - Syracuse,ONONDAGA,SALINA-TOWN,51,US 011,Malden Rd,NY 11 @ MALDEN RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773049.421,406743.9342
03 - Syracuse,03 - Syracuse,ONONDAGA,SALINA-TOWN,155,US 011,Northern Lights,US 11 NB @ NY 81 NB (NORTHERN LIGHTS),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773561.69,406751.101
03 - Syracuse,03 - Syracuse,ONONDAGA,SALINA-TOWN,68,US 011,S Bay Rd,US 11 NB @ S BAY RD SB (CONTROLLED BY 98),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773887.471,406728.9695
03 - Syracuse,03 - Syracuse,ONONDAGA,SALINA-TOWN,270P,US 011,Airport Plaza Dr,NY 11 @ AIRPORT PLAZA (P&C),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4774642.941,406906.7578
03 - Syracuse,03 - Syracuse,ONONDAGA,NORTH SYRACUSE-VILLAGE,46,US 011,Taft Rd,NY 11 @ TAFT RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4775054.411,407141.5468
03 - Syracuse,03 - Syracuse,ONONDAGA,NORTH SYRACUSE-VILLAGE,66,US 011,Chestnut St,US 11 @ CHESTNUT & CENTERVILLE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4776572.457,408155.2703
03 - Syracuse,03 - Syracuse,ONONDAGA,CICERO-TOWN,273,US 011,Mud Mill Rd,NY 11 @ MUD MILL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4785545.568,407848.3441
04 - Rochester,04 - Rochester,ORLEANS,ALBION-TOWN,134C,Canal Bridge,,Allens Bridge Road         (BIN 4445160),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4793953.19,234718.7313
04 - Rochester,04 - Rochester,ORLEANS,ALBION-TOWN,135C,Canal Bridge,,Presbyterian Road         (BIN 4445170),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4793641.101,233983.1638
04 - Rochester,04 - Rochester,ORLEANS,MEDINA-VILLAGE,139C,Canal Bridge,,Bates Rd                    (BIN 4445200),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4791904.326,226285.9234
04 - Rochester,04 - Rochester,ORLEANS,MEDINA-VILLAGE,140C,Canal Bridge,,Horan St             (BIN 4445210),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4791113.658,225360.9341
04 - Rochester,04 - Rochester,ONTARIO,RIDGEWAY-TOWN,143C,Canal Bridge,,Marshall Ave           (BIN 4445230),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4791184.902,222161.3219
04 - Rochester,04 - Rochester,WAYNE,WALWORTH-TOWN,2SB,NY 441,NY 350,Rt 441 Penfield Rd - west of Rt 350 Macedon Ontario Center Rd,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4778820.72,313275.1
04 - Rochester,04 - Rochester,WAYNE,NEWARK-VILLAGE,Village,NY 031,NY 088,31 & 88 Union & Main street Newark,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,LOCAL PUBLIC BODY ( PERMIT ),4768131.206,329344.3068
04 - Rochester,04 - Rochester,WAYNE,NEWARK-VILLAGE,Village-4,NY 031,Harrison St,NY 31 @ Vienna Street,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,LOCAL PUBLIC BODY ( PERMIT ),4767879.88,330576.3399
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,199,NY 033A,Fisher Rd,Rt 33A Chili Ave @ Fisher Rd & Shopping Mall Drwy,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4778780.61,280870.65
04 - Rochester,04 - Rochester,MONROE,PERINTON-TOWN,461,NY 031F,CR 042,NY 31F Macedon Ctr Rd @ Lyndon Rd (CR42) / Rosscommon Cresce,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774050.66,304400.88
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,6A,Lake Ave,Augustine St,Lake Ave @ Augustine St,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4784858.69,286211.0601
04 - Rochester,04 - Rochester,MONROE,FAIRPORT-VILLAGE,Village,NY 031F,Potter Pl,Rt 31F Church St W @ Potter Place,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,LOCAL PUBLIC BODY ( PERMIT ),4774672.94,300868.6299
04 - Rochester,04 - Rochester,WAYNE,LYONS-VILLAGE,1c,Canal Bridge,Wal-Mart Driveway,canal bridge (Creagers Bridge) no-E096   BIN 4437030,NAVIGATION LIGHTS,CANAL,PARTIAL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768943.18,338872.34
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,54C,Canal Bridge,,West Henrietta rd ramp to 390NB,NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4776100,287460
04 - Rochester,04 - Rochester,WAYNE,LYONS-VILLAGE,2C,NY 031,,Rte 31- Between Clyde & Rte 14 (BIN 4021760),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769374.49,338566.79
04 - Rochester,04 - Rochester,WAYNE,LYONS-VILLAGE,3C,NY 014,,Rte 14- Geneva street (BIN 4011030),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769532,337795.14
04 - Rochester,04 - Rochester,WAYNE,NEWARK-VILLAGE,10C,Canal Bridge,,N Clinton St Bridge @ Lock 28B (BIN 4437110),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768128.67,330277
04 - Rochester,04 - Rochester,WAYNE,NEWARK-VILLAGE,13C,NY 088,,N. Main St (NY 88)  (BIN 4034230),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768195.42,329344.8
04 - Rochester,04 - Rochester,WAYNE,NEWARK-VILLAGE,15C,Canal Bridge,,Peeks Bridge (Whitbeck Rd)  (BIN 4437150),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768849.05,326738.38
04 - Rochester,04 - Rochester,WAYNE,PALMYRA-VILLAGE,16C,Canal Bridge,,Port Gibson Rd  (BIN 4437160),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767603.03,324518.89
04 - Rochester,04 - Rochester,WAYNE,PALMYRA-VILLAGE,113C,Canal Bridge,,Galloways  (BIN 4437170),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770478.33,322387.15
04 - Rochester,04 - Rochester,WAYNE,PALMYRA-VILLAGE,18C,NY 021,,Rte 21   (BIN 4016480),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770412.76,319216.01
04 - Rochester,04 - Rochester,WAYNE,PALMYRA-VILLAGE,20C,Canal Bridge,,Division    (BIN 4437180),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770710.99,318478.35
04 - Rochester,04 - Rochester,WAYNE,PALMYRA-VILLAGE,21C,Canal Bridge,,Maple Ave    (BIN 4437190),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770697.66,318112.92
04 - Rochester,04 - Rochester,MONROE,FAIRPORT-TOWN,29C,NY 031F,,Turk Hill Rd- (Rte 31F)    (BIN 4443020),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774467.22,302007.41
04 - Rochester,04 - Rochester,MONROE,FAIRPORT-TOWN,30C,Canal Bridge,,Parker Street    (BIN 4443030),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774866.35,301500.44
04 - Rochester,04 - Rochester,MONROE,FAIRPORT-TOWN,33C,NY 031F,,West Church Street- (Rte 31F)   (BIN 4443040),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774844.66,300136.91
04 - Rochester,04 - Rochester,MONROE,PERINTON-TOWN,34C,Canal Bridge,,Ayrault Road   (BIN 4443050),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4772533.91,299666.11
04 - Rochester,04 - Rochester,MONROE,PERINTON-TOWN,36C,NY 490,,Thruway (Rte 490)   (BIN 4443429),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770927.17,298723.23
04 - Rochester,04 - Rochester,MONROE,PITTSFORD-TOWN,39C,NY 031,,Rte31-State Street      (BIN 4443270),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773805.59,295611.32
04 - Rochester,04 - Rochester,MONROE,PITTSFORD-TOWN,40C,NY 096,,Rte 96-Main Street    (BIN 4443289),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774166.79,295348.09
04 - Rochester,04 - Rochester,MONROE,PITTSFORD-TOWN,42C,NY 031,,Rte 31- Monroe Ave    (BIN 4443290),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774279,294733
04 - Rochester,04 - Rochester,MONROE,HENRIETTA-TOWN,46C,Canal Bridge,,Edgewood Ave    (BIN 4443080),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774647,290957
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,48C,Canal Bridge,,Winton Road        (BIN 4443090),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4775091,290031
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,49C,Canal Bridge,,Clinton Ave      (BIN 4443100),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4775785,288513
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,51C,Canal Bridge,,Between Canal ENO E-144 and E-144A,NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4775856,288351
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,52C,Canal Bridge,,Between Canal ENO E-144 and E-144A,NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4776189,287611
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,53C,Canal Bridge,,Between Canal ENO E-144 and E-144A,NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4776210,287570
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,50C,Canal Bridge,,Between Canal ENO E-144 and E-144A,NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4775821,288428
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,55C,NY 015A,,East Henrietta rd- Rte 15A    (BIN 4443310),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4776404,287148
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,56C,NY 015,,West Henrietta Rd- Rte 15    (BIN 4070890),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4776677,286554
04 - Rochester,04 - Rochester,MONROE,BRIGHTON-TOWN,57C,Canal Bridge,,"Between Canal ENO E-146 and E-147, Kendrick Road",NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4777095,285841
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,60C,Canal Bridge,,Moore St     (BIN 4443820),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4777334,285536
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,61C,Canal Bridge,,Park Footbridge     (BIN 4443612),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4777493,285318
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,62C,Canal Bridge,,Park Footbridge     (BIN 4443611),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4777594,285174
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,63C,Canal Bridge,,"Between Canal ENO E-151 and E- 154, park footbridge of river xing",NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4777774,285254
04 - Rochester,04 - Rochester,MONROE,CHILI-TOWN,71C,NY 383,,Rte 383- Scottsville Rd   (BIN 4443330),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4777887,284795
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,73C,NY 204,,Rte 204 Brooks Ave     (BIN 4443410),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4780916,282764
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,79C,NY 033,,Rte 33 Buffalo Road     (BIN 4443350),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4780936,282784
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,80C,I 490,,Rte 490 Rochester W Expwy EB    (BIN 4443362),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4781734,282615
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,81C,I 490,,Rte 490 Rochester  W Expwy WB   (BIN 4443361),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4781803,282601
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,82C,NY 031,,Rte 31 Lyel Ave       (BIN 4443380),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4782583,282438
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,85C,Canal Bridge,,Lee Road          (BIN 4443110),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4783432,282106
04 - Rochester,04 - Rochester,MONROE,GREECE-TOWN,87C,Canal Bridge,,Long Pond Road             (BIN 4443120),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4784633,280441
04 - Rochester,04 - Rochester,MONROE,GREECE-TOWN,88C,NY 386,,Elmgrove Road  (Rte 386)      (BIN 4047410),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4785375,277984
04 - Rochester,04 - Rochester,MONROE,GREECE-TOWN,89C,Canal Bridge,,Manitou Road        (BIN 4443130),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4785321,276246
04 - Rochester,04 - Rochester,MONROE,SPENCERPORT-VILLAGE,96C,Canal Bridge,,(BIN 4443150),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4786290,272220
04 - Rochester,04 - Rochester,MONROE,OGDEN-TOWN,101C,Canal Bridge,,Gallup Road                  (BIN 4443180),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4787345,266620
04 - Rochester,04 - Rochester,MONROE,SWEDEN-TOWN,102C,NY 260,,Rte 260 Sweden -Walker Rd           (BIN 4443400),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4788375,264848
04 - Rochester,04 - Rochester,MONROE,BROCKPORT-VILLAGE,107C,Canal Bridge,,Smith Street              (BIN 4443200),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4789034,260908
04 - Rochester,04 - Rochester,MONROE,SWEDEN-TOWN,108C,NY 031,,Rte 31-Redman Road        (BIN 4443210),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4788862,258920
04 - Rochester,04 - Rochester,MONROE,CLARKSON-TOWN,109C,NY 031,,Rte 31 Holley -Brockport Road        (BIN 4443250),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4789725,256705
04 - Rochester,04 - Rochester,ORLEANS,MURRAY-TOWN,114C,NY 237,,Rte 237             (BIN 4445280),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4791625.87,254258.1038
04 - Rochester,04 - Rochester,ORLEANS,MURRAY-TOWN,115C,Canal Bridge,,Telegraph Road       (BIN 4445030),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4792466.806,253231.9494
04 - Rochester,04 - Rochester,ORLEANS,MURRAY-TOWN,116C,Canal Bridge,,Groth  Road             (BIN 4445040),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4793043.901,252715.6379
04 - Rochester,04 - Rochester,ORLEANS,MURRAY-TOWN,119C,NY 387,,Rte 387- Fancher-Brockville Road    (BIN 4445290),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4793626.282,249096.8914
04 - Rochester,04 - Rochester,ORLEANS,ALBION-TOWN,122C,Canal Bridge,,Densmore  Road      (BIN 4445080),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4793291.733,245468.8201
04 - Rochester,04 - Rochester,ORLEANS,ALBION-TOWN,130C,Canal Bridge,,(BIN 4445130),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4794237.541,238346.6482
04 - Rochester,04 - Rochester,ORLEANS,GAINES-TOWN,131C,Canal Bridge,,(BIN 4445140),NAVIGATION LIGHTS,CANAL,,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4793308.391,244273.2697
04 - Rochester,04 - Rochester,LIVINGSTON,SPRINGWATER-TOWN,401SB,NY 015,Liberty Pole Rd,Rt 15 Conesus-Wayland Rd @ Liberty Pole Rd  Springwater Hill- Springwater,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4724527.94,285166.47
04 - Rochester,04 - Rochester,MONROE,BROCKPORT-VILLAGE,118C,Park Ave,Lyman St,"Park Ave, Lyman St, Market St @ Canal Bridge (E181)",3-COLOR SIGNAL,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4788951.65,261588.28
04 - Rochester,04 - Rochester,MONROE,GATES-TOWN,125,NY 033A,NY 204,Rt 33A Chili Ave @ Rt 204 Airport Expressway,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4778404.47,280240.24
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,22AM,NY 940K,Lyell ave,Mt Read @ Lyell Ave Contr 44A 45A 10A 22A 21A 17A 33A,MASTER,SPECIAL PURPOSE,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4782535.496,283780.0285
04 - Rochester,04 - Rochester,MONROE,ROCHESTER-CITY,26.1A,Rochester Inner Loop Hwy,Monroe Ave,Inner Loop (EB Ramp) @ Monroe Ave  Bridge (N),3-COLOR SIGNAL,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL- MAINTENANCE CONTRACT),4780888.729,288447.3027
04 - Rochester,04 - Rochester,MONROE,RUSH-TOWN,291,NY 015,CR 67,Rt 15 W Henrietta Rd @ Rush-Henrietta T/L Rd (CR 67),FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4766236.43,282616.29
04 - Rochester,04 - Rochester,MONROE,CHILI-TOWN,303SB,NY 386,NY 252,NY 386 Scottsville-Chili Rd south of NY 252 Beaver Rd,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4774860.3,275573.72
04 - Rochester,04 - Rochester,MONROE,PARMA-TOWN,314,NY 259,Peck rd,NY 259 Parma Corners-Hilton Rd @ Peck Rd (CR 183),FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4791702.74,273364.43
04 - Rochester,04 - Rochester,MONROE,PITTSFORD-TOWN,366SB,NY 031,Mitchell Rd Bridge,NY 31 Pittsford-Palmyra Rd @ Mitchell Rd Bridge,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773276.47,296523.4899
04 - Rochester,04 - Rochester,MONROE,WEBSTER-TOWN,398M,NY 404,Baytown Plaza,NY 404 Empire Blvd @ Baytown Plaza Drwy  [Master],MASTER,SPECIAL PURPOSE,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4785054.395,296583.135
04 - Rochester,04 - Rochester,ONTARIO,FARMINGTON-TOWN,53,NY 332,Collett Rd,Rt 332 Rochester Rd @ Collett Road- Farmington,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4761741.66,307422.0001
04 - Rochester,04 - Rochester,ONTARIO,VICTOR-TOWN,69,NY 096,Thruway Ent and Exit,"rte 96-Victor-Pittsford Rd at the Thruway entrance, Town of Victor",3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765718.697,301031.456
04 - Rochester,04 - Rochester,ORLEANS,YATES-TOWN,26,NY 018,NY 063,Rt 18 Roosevelt Highway @ Route 63,FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4805027.26,225343.11
04 - Rochester,04 - Rochester,WYOMING,ATTICA-VILLAGE,4,NY 098,High St,NY98 (Market St & High St) @ NY238 Main St (north of RR),FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4750983.25,231706.0198
04 - Rochester,04 - Rochester,WAYNE,MARION-TOWN,42,NY 021,NY 441,Rt 21 Marion Bypass @441 Walworth-Marion Rd- Marion,FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4779353.353,321395.4492
04 - Rochester,04 - Rochester,GENESSEE,DARIEN-TOWN,17,US 020,NY 238,Rt 20 @ Darien Ctr-Alexander Rd @ Rt 238 Attica-Darien Rd- Darien,FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4755385.18,226441.19
